,artist,date,song,year
530,the beatles,1968-10-05,hey jude,1968
531,the beatles,1968-10-12,hey jude,1968
532,the beatles,1968-10-19,hey jude,1968
533,the beatles,1968-10-26,hey jude,1968
534,the beatles,1968-11-02,hey jude,1968
535,the beatles,1968-11-09,hey jude,1968
536,the beatles,1968-11-16,hey jude,1968
537,the beatles,1968-11-23,hey jude,1968
538,diana ross & the supremes,1968-11-30,love child,1968
539,diana ross & the supremes,1968-12-07,love child,1968
540,marvin gaye,1968-12-14,i heard it through the grapevine,1968
541,marvin gaye,1968-12-21,i heard it through the grapevine,1968
542,marvin gaye,1968-12-28,i heard it through the grapevine,1968
543,marvin gaye,1969-01-04,i heard it through the grapevine,1969
544,marvin gaye,1969-01-11,i heard it through the grapevine,1969
545,marvin gaye,1969-01-18,i heard it through the grapevine,1969
546,marvin gaye,1969-01-25,i heard it through the grapevine,1969
547,tommy james and the shondells,1969-02-01,crimson and clover,1969
548,tommy james and the shondells,1969-02-08,crimson and clover,1969
549,sly & the family stone,1969-02-15,everyday people,1969
550,sly & the family stone,1969-02-22,everyday people,1969
551,sly & the family stone,1969-03-01,everyday people,1969
552,sly & the family stone,1969-03-08,everyday people,1969
553,tommy roe,1969-03-15,dizzy,1969
554,tommy roe,1969-03-22,dizzy,1969
555,tommy roe,1969-03-29,dizzy,1969
556,tommy roe,1969-04-05,dizzy,1969
557,the 5th dimension,1969-04-12,aquarius/let the sunshine in,1969
558,the 5th dimension,1969-04-19,aquarius/let the sunshine in,1969
559,the 5th dimension,1969-04-26,aquarius/let the sunshine in,1969
560,the 5th dimension,1969-05-03,aquarius/let the sunshine in,1969
561,the 5th dimension,1969-05-10,aquarius/let the sunshine in,1969
562,the 5th dimension,1969-05-17,aquarius/let the sunshine in,1969
563,the beatles with billy preston,1969-05-24,get back,1969
564,the beatles with billy preston,1969-05-31,get back,1969
565,the beatles with billy preston,1969-06-07,get back,1969
566,the beatles with billy preston,1969-06-14,get back,1969
567,the beatles with billy preston,1969-06-21,get back,1969
568,henry mancini and his orchestra,1969-06-28,love theme from romeo & juliet,1969
569,henry mancini and his orchestra,1969-07-05,love theme from romeo & juliet,1969
570,zager & evans,1969-07-12,in the year 2525,1969
571,zager & evans,1969-07-19,in the year 2525,1969
572,zager & evans,1969-07-26,in the year 2525,1969
573,zager & evans,1969-08-02,in the year 2525,1969
574,zager & evans,1969-08-09,in the year 2525,1969
575,zager & evans,1969-08-16,in the year 2525,1969
576,the rolling stones,1969-08-23,honky tonk women,1969
577,the rolling stones,1969-08-30,honky tonk women,1969
578,the rolling stones,1969-09-06,honky tonk women,1969
579,the rolling stones,1969-09-13,honky tonk women,1969
580,the archies,1969-09-20,"sugar, sugar",1969
581,the archies,1969-09-27,"sugar, sugar",1969
582,the archies,1969-10-04,"sugar, sugar",1969
583,the archies,1969-10-11,"sugar, sugar",1969
584,the temptations,1969-10-18,i can't get next to you,1969
585,the temptations,1969-10-25,i can't get next to you,1969
586,elvis presley,1969-11-01,suspicious minds,1969
587,the 5th dimension,1969-11-08,wedding bell blues,1969
588,the 5th dimension,1969-11-15,wedding bell blues,1969
589,the 5th dimension,1969-11-22,wedding bell blues,1969
590,the beatles,1969-11-29,come together/something,1969
591,steam,1969-12-06,na na hey hey kiss him goodbye,1969
592,steam,1969-12-13,na na hey hey kiss him goodbye,1969
593,"peter, paul & mary",1969-12-20,leaving on a jet plane,1969
594,diana ross & the supremes,1969-12-27,someday we'll be together,1969
595,b.j. thomas,1970-01-03,raindrops keep fallin' on my head,1970
596,b.j. thomas,1970-01-10,raindrops keep fallin' on my head,1970
597,b.j. thomas,1970-01-17,raindrops keep fallin' on my head,1970
598,b.j. thomas,1970-01-24,raindrops keep fallin' on my head,1970
599,jackson 5,1970-01-31,i want you back,1970
600,the shocking blue,1970-02-07,venus,1970
601,sly & the family stone,1970-02-14,thank you falettinme be mice elf agin/everybody is a star,1970
602,sly & the family stone,1970-02-21,thank you falettinme be mice elf agin/everybody is a star,1970
603,simon & garfunkel,1970-02-28,bridge over troubled water,1970
604,simon & garfunkel,1970-03-07,bridge over troubled water,1970
605,simon & garfunkel,1970-03-14,bridge over troubled water,1970
606,simon & garfunkel,1970-03-21,bridge over troubled water,1970
607,simon & garfunkel,1970-03-28,bridge over troubled water,1970
608,simon & garfunkel,1970-04-04,bridge over troubled water,1970
609,the beatles,1970-04-11,let it be,1970
610,the beatles,1970-04-18,let it be,1970
611,jackson 5,1970-04-25,abc,1970
612,jackson 5,1970-05-02,abc,1970
613,the guess who,1970-05-09,american woman/no sugar tonight,1970
614,the guess who,1970-05-16,american woman/no sugar tonight,1970
615,the guess who,1970-05-23,american woman/no sugar tonight,1970
616,ray stevens,1970-05-30,everything is beautiful,1970
617,ray stevens,1970-06-06,everything is beautiful,1970
618,the beatles,1970-06-13,the long and winding road/for you blue,1970
619,the beatles,1970-06-20,the long and winding road/for you blue,1970
620,jackson 5,1970-06-27,the love you save/i found that girl,1970
621,jackson 5,1970-07-04,the love you save/i found that girl,1970
622,three dog night,1970-07-11,mama told me (not to come),1970
623,three dog night,1970-07-18,mama told me (not to come),1970
624,carpenters,1970-07-25,(they long to be) close to you,1970
625,carpenters,1970-08-01,(they long to be) close to you,1970
626,carpenters,1970-08-08,(they long to be) close to you,1970
627,carpenters,1970-08-15,(they long to be) close to you,1970
628,bread,1970-08-22,make it with you,1970
629,edwin starr,1970-08-29,war,1970
630,edwin starr,1970-09-05,war,1970
631,edwin starr,1970-09-12,war,1970
632,diana ross,1970-09-19,ain't no mountain high enough,1970
633,diana ross,1970-09-26,ain't no mountain high enough,1970
634,diana ross,1970-10-03,ain't no mountain high enough,1970
635,neil diamond,1970-10-10,cracklin' rosie,1970
636,jackson 5,1970-10-17,i'll be there,1970
637,jackson 5,1970-10-24,i'll be there,1970
638,jackson 5,1970-10-31,i'll be there,1970
639,jackson 5,1970-11-07,i'll be there,1970
640,jackson 5,1970-11-14,i'll be there,1970
641,the partridge family starring shirley jones featuring david cassidy,1970-11-21,i think i love you,1970
642,the partridge family starring shirley jones featuring david cassidy,1970-11-28,i think i love you,1970
643,the partridge family starring shirley jones featuring david cassidy,1970-12-05,i think i love you,1970
644,smokey robinson & the miracles,1970-12-12,the tears of a clown,1970
645,smokey robinson & the miracles,1970-12-19,the tears of a clown,1970
646,george harrison,1970-12-26,my sweet lord/isn't it a pity,1970
647,george harrison,1971-01-02,my sweet lord/isn't it a pity,1971
648,george harrison,1971-01-09,my sweet lord/isn't it a pity,1971
649,george harrison,1971-01-16,my sweet lord/isn't it a pity,1971
650,dawn,1971-01-23,knock three times,1971
651,dawn,1971-01-30,knock three times,1971
652,dawn,1971-02-06,knock three times,1971
653,the osmonds,1971-02-13,one bad apple,1971
654,the osmonds,1971-02-20,one bad apple,1971
655,the osmonds,1971-02-27,one bad apple,1971
656,the osmonds,1971-03-06,one bad apple,1971
657,the osmonds,1971-03-13,one bad apple,1971
658,janis joplin,1971-03-20,me and bobby mcgee,1971
659,janis joplin,1971-03-27,me and bobby mcgee,1971
660,the temptations,1971-04-03,just my imagination (running away with me),1971
661,the temptations,1971-04-10,just my imagination (running away with me),1971
662,three dog night,1971-04-17,joy to the world,1971
663,three dog night,1971-04-24,joy to the world,1971
664,three dog night,1971-05-01,joy to the world,1971
665,three dog night,1971-05-08,joy to the world,1971
666,three dog night,1971-05-15,joy to the world,1971
667,three dog night,1971-05-22,joy to the world,1971
668,the rolling stones,1971-05-29,brown sugar,1971
669,the rolling stones,1971-06-05,brown sugar,1971
670,the honey cone,1971-06-12,want ads,1971
671,carole king,1971-06-19,it's too late/i feel the earth move,1971
672,carole king,1971-06-26,it's too late/i feel the earth move,1971
673,carole king,1971-07-03,it's too late/i feel the earth move,1971
674,carole king,1971-07-10,it's too late/i feel the earth move,1971
675,carole king,1971-07-17,it's too late/i feel the earth move,1971
676,the raiders,1971-07-24,indian reservation (the lament of the cherokee reservation indian),1971
677,james taylor,1971-07-31,you've got a friend,1971
678,bee gees,1971-08-07,how can you mend a broken heart,1971
679,bee gees,1971-08-14,how can you mend a broken heart,1971
680,bee gees,1971-08-21,how can you mend a broken heart,1971
681,bee gees,1971-08-28,how can you mend a broken heart,1971
682,paul & linda mccartney,1971-09-04,uncle albert/admiral halsey,1971
683,donny osmond,1971-09-11,go away little girl,1971
684,donny osmond,1971-09-18,go away little girl,1971
685,donny osmond,1971-09-25,go away little girl,1971
686,rod stewart,1971-10-02,maggie may/reason to believe,1971
687,rod stewart,1971-10-09,maggie may/reason to believe,1971
688,rod stewart,1971-10-16,maggie may/reason to believe,1971
689,rod stewart,1971-10-23,maggie may/reason to believe,1971
690,rod stewart,1971-10-30,maggie may/reason to believe,1971
691,cher,1971-11-06,"gypsys, tramps & thieves",1971
692,cher,1971-11-13,"gypsys, tramps & thieves",1971
693,isaac hayes,1971-11-20,theme from shaft,1971
694,isaac hayes,1971-11-27,theme from shaft,1971
695,sly & the family stone,1971-12-04,family affair,1971
696,sly & the family stone,1971-12-11,family affair,1971
697,sly & the family stone,1971-12-18,family affair,1971
698,melanie,1971-12-25,brand new key,1971
699,melanie,1972-01-01,brand new key,1972
700,melanie,1972-01-08,brand new key,1972
701,don mclean,1972-01-15,american pie (parts i & ii),1972
702,don mclean,1972-01-22,american pie (parts i & ii),1972
703,don mclean,1972-01-29,american pie (parts i & ii),1972
704,don mclean,1972-02-05,american pie (parts i & ii),1972
705,al green,1972-02-12,let's stay together,1972
706,nilsson,1972-02-19,without you,1972
707,nilsson,1972-02-26,without you,1972
708,nilsson,1972-03-04,without you,1972
709,nilsson,1972-03-11,without you,1972
710,neil young,1972-03-18,heart of gold,1972
711,america,1972-03-25,a horse with no name,1972
712,america,1972-04-01,a horse with no name,1972
713,america,1972-04-08,a horse with no name,1972
714,roberta flack,1972-04-15,the first time ever i saw your face,1972
715,roberta flack,1972-04-22,the first time ever i saw your face,1972
716,roberta flack,1972-04-29,the first time ever i saw your face,1972
717,roberta flack,1972-05-06,the first time ever i saw your face,1972
718,roberta flack,1972-05-13,the first time ever i saw your face,1972
719,roberta flack,1972-05-20,the first time ever i saw your face,1972
720,the chi-lites,1972-05-27,oh girl,1972
721,the staple singers,1972-06-03,i'll take you there,1972
722,"sammy davis, jr. with the mike curb congregation",1972-06-10,the candy man,1972
723,"sammy davis, jr. with the mike curb congregation",1972-06-17,the candy man,1972
724,"sammy davis, jr. with the mike curb congregation",1972-06-24,the candy man,1972
725,neil diamond,1972-07-01,song sung blue,1972
726,bill withers,1972-07-08,lean on me,1972
727,bill withers,1972-07-15,lean on me,1972
728,bill withers,1972-07-22,lean on me,1972
729,gilbert o'sullivan,1972-07-29,alone again (naturally),1972
730,gilbert o'sullivan,1972-08-05,alone again (naturally),1972
731,gilbert o'sullivan,1972-08-12,alone again (naturally),1972
732,gilbert o'sullivan,1972-08-19,alone again (naturally),1972
733,looking glass,1972-08-26,brandy (you're a fine girl),1972
734,gilbert o'sullivan,1972-09-02,alone again (naturally),1972
735,gilbert o'sullivan,1972-09-09,alone again (naturally),1972
736,three dog night,1972-09-16,black & white,1972
737,mac davis,1972-09-23,baby don't get hooked on me,1972
738,mac davis,1972-09-30,baby don't get hooked on me,1972
739,mac davis,1972-10-07,baby don't get hooked on me,1972
740,michael jackson,1972-10-14,ben,1972
741,chuck berry,1972-10-21,my ding-a-ling,1972
742,chuck berry,1972-10-28,my ding-a-ling,1972
743,johnny nash,1972-11-04,i can see clearly now,1972
744,johnny nash,1972-11-11,i can see clearly now,1972
745,johnny nash,1972-11-18,i can see clearly now,1972
746,johnny nash,1972-11-25,i can see clearly now,1972
747,the temptations,1972-12-02,papa was a rollin' stone,1972
748,helen reddy,1972-12-09,i am woman,1972
749,billy paul,1972-12-16,me and mrs. jones,1972
750,billy paul,1972-12-23,me and mrs. jones,1972
751,billy paul,1972-12-30,me and mrs. jones,1972
752,carly simon,1973-01-06,you're so vain,1973
753,carly simon,1973-01-13,you're so vain,1973
754,carly simon,1973-01-20,you're so vain,1973
755,stevie wonder,1973-01-27,superstition,1973
756,elton john,1973-02-03,crocodile rock,1973
757,elton john,1973-02-10,crocodile rock,1973
758,elton john,1973-02-17,crocodile rock,1973
759,roberta flack,1973-02-24,killing me softly with his song,1973
760,roberta flack,1973-03-03,killing me softly with his song,1973
761,roberta flack,1973-03-10,killing me softly with his song,1973
762,roberta flack,1973-03-17,killing me softly with his song,1973
763,the o'jays,1973-03-24,love train,1973
764,roberta flack,1973-03-31,killing me softly with his song,1973
765,vicki lawrence,1973-04-07,the night the lights went out in georgia,1973
766,vicki lawrence,1973-04-14,the night the lights went out in georgia,1973
767,dawn featuring tony orlando,1973-04-21,tie a yellow ribbon round the ole oak tree,1973
768,dawn featuring tony orlando,1973-04-28,tie a yellow ribbon round the ole oak tree,1973
769,dawn featuring tony orlando,1973-05-05,tie a yellow ribbon round the ole oak tree,1973
770,dawn featuring tony orlando,1973-05-12,tie a yellow ribbon round the ole oak tree,1973
771,stevie wonder,1973-05-19,you are the sunshine of my life,1973
772,edgar winter group,1973-05-26,frankenstein,1973
773,paul mccartney & wings,1973-06-02,my love,1973
774,paul mccartney & wings,1973-06-09,my love,1973
775,paul mccartney & wings,1973-06-16,my love,1973
776,paul mccartney & wings,1973-06-23,my love,1973
777,george harrison,1973-06-30,give me love - (give me peace on earth),1973
778,billy preston,1973-07-07,will it go round in circles,1973
779,billy preston,1973-07-14,will it go round in circles,1973
780,jim croce,1973-07-21,"bad, bad leroy brown",1973
781,jim croce,1973-07-28,"bad, bad leroy brown",1973
782,maureen mcgovern,1973-08-04,the morning after,1973
783,maureen mcgovern,1973-08-11,the morning after,1973
784,diana ross,1973-08-18,touch me in the morning,1973
785,stories,1973-08-25,brother louie,1973
786,stories,1973-09-01,brother louie,1973
787,marvin gaye,1973-09-08,let's get it on,1973
788,helen reddy,1973-09-15,delta dawn,1973
789,marvin gaye,1973-09-22,let's get it on,1973
790,grand funk,1973-09-29,we're an american band,1973
791,cher,1973-10-06,half-breed,1973
792,cher,1973-10-13,half-breed,1973
793,the rolling stones,1973-10-20,angie,1973
794,gladys knight and the pips,1973-10-27,midnight train to georgia,1973
795,gladys knight and the pips,1973-11-03,midnight train to georgia,1973
796,eddie kendricks,1973-11-10,keep on truckin' (part 1),1973
797,eddie kendricks,1973-11-17,keep on truckin' (part 1),1973
798,ringo starr,1973-11-24,photograph,1973
799,carpenters,1973-12-01,top of the world,1973
800,carpenters,1973-12-08,top of the world,1973
801,charlie rich,1973-12-15,the most beautiful girl,1973
802,charlie rich,1973-12-22,the most beautiful girl,1973
803,jim croce,1973-12-29,time in a bottle,1973
804,jim croce,1974-01-05,time in a bottle,1974
805,the steve miller band,1974-01-12,the joker,1974
806,al wilson,1974-01-19,show and tell,1974
807,ringo starr,1974-01-26,you're sixteen,1974
808,barbra streisand,1974-02-02,the way we were,1974
809,love unlimited orchestra,1974-02-09,love's theme,1974
810,barbra streisand,1974-02-16,the way we were,1974
811,barbra streisand,1974-02-23,the way we were,1974
812,terry jacks,1974-03-02,seasons in the sun,1974
813,terry jacks,1974-03-09,seasons in the sun,1974
814,terry jacks,1974-03-16,seasons in the sun,1974
815,cher,1974-03-23,dark lady,1974
816,john denver,1974-03-30,sunshine on my shoulders,1974
817,blue swede,1974-04-06,hooked on a feeling,1974
818,elton john,1974-04-13,bennie and the jets,1974
819,mfsb featuring the three degrees,1974-04-20,tsop (the sound of philadelphia),1974
820,mfsb featuring the three degrees,1974-04-27,tsop (the sound of philadelphia),1974
821,grand funk,1974-05-04,the loco-motion,1974
822,grand funk,1974-05-11,the loco-motion,1974
823,ray stevens,1974-05-18,the streak,1974
824,ray stevens,1974-05-25,the streak,1974
825,ray stevens,1974-06-01,the streak,1974
826,paul mccartney & wings,1974-06-08,band on the run,1974
827,bo donaldson and the heywoods,1974-06-15,"billy, don't be a hero",1974
828,bo donaldson and the heywoods,1974-06-22,"billy, don't be a hero",1974
829,gordon lightfoot,1974-06-29,sundown,1974
830,the hues corporation,1974-07-06,rock the boat,1974
831,george mccrae,1974-07-13,rock your baby,1974
832,george mccrae,1974-07-20,rock your baby,1974
833,john denver,1974-07-27,annie's song,1974
834,john denver,1974-08-03,annie's song,1974
835,roberta flack,1974-08-10,feel like makin' love,1974
836,paper lace,1974-08-17,the night chicago died,1974
837,paul anka with odia coates,1974-08-24,(you're) having my baby,1974
838,paul anka with odia coates,1974-08-31,(you're) having my baby,1974
839,paul anka with odia coates,1974-09-07,(you're) having my baby,1974
840,eric clapton,1974-09-14,i shot the sheriff,1974
841,barry white,1974-09-21,"can't get enough of your love, babe",1974
842,andy kim,1974-09-28,rock me gently,1974
843,olivia newton-john,1974-10-05,i honestly love you,1974
844,olivia newton-john,1974-10-12,i honestly love you,1974
845,billy preston,1974-10-19,nothing from nothing,1974
846,dionne warwicke & spinners,1974-10-26,then came you,1974
847,stevie wonder,1974-11-02,you haven't done nothin,1974
848,bachman-turner overdrive,1974-11-09,you ain't seen nothing yet/free wheelin',1974
849,john lennon with the plastic ono nuclear band,1974-11-16,whatever gets you thru the night,1974
850,billy swan,1974-11-23,i can help,1974
851,billy swan,1974-11-30,i can help,1974
852,carl douglas,1974-12-07,kung fu fighting,1974
853,carl douglas,1974-12-14,kung fu fighting,1974
854,harry chapin,1974-12-21,cat's in the cradle,1974
855,helen reddy,1974-12-28,angie baby,1974
856,elton john,1975-01-04,lucy in the sky with diamonds,1975
857,elton john,1975-01-11,lucy in the sky with diamonds,1975
858,barry manilow,1975-01-18,mandy,1975
859,carpenters,1975-01-25,please mr. postman,1975
860,neil sedaka,1975-02-01,laughter in the rain,1975
861,ohio players,1975-02-08,fire,1975
862,linda ronstadt,1975-02-15,you're no good,1975
863,awb,1975-02-22,pick up the pieces,1975
864,eagles,1975-03-01,best of my love,1975
865,olivia newton-john,1975-03-08,have you never been mellow,1975
866,the doobie brothers,1975-03-15,black water,1975
867,frankie valli,1975-03-22,my eyes adored you,1975
868,labelle,1975-03-29,lady marmalade,1975
869,minnie riperton,1975-04-05,lovin' you,1975
870,the elton john band,1975-04-12,philadelphia freedom,1975
871,the elton john band,1975-04-19,philadelphia freedom,1975
872,b.j. thomas,1975-04-26,(hey won't you play) another somebody done somebody wrong song,1975
873,tony orlando & dawn,1975-05-03,he don't love you (like i love you),1975
874,tony orlando & dawn,1975-05-10,he don't love you (like i love you),1975
875,tony orlando & dawn,1975-05-17,he don't love you (like i love you),1975
876,"earth, wind & fire",1975-05-24,shining star,1975
877,freddy fender,1975-05-31,before the next teardrop falls,1975
878,john denver,1975-06-07,thank god i'm a country boy,1975
879,america,1975-06-14,sister golden hair,1975
880,captain & tennille,1975-06-21,love will keep us together,1975
881,captain & tennille,1975-06-28,love will keep us together,1975
882,captain & tennille,1975-07-05,love will keep us together,1975
883,captain & tennille,1975-07-12,love will keep us together,1975
884,wings,1975-07-19,listen to what the man said,1975
885,van mccoy the soul city symphony,1975-07-26,the hustle,1975
886,eagles,1975-08-02,one of these nights,1975
887,bee gees,1975-08-09,jive talkin',1975
888,bee gees,1975-08-16,jive talkin',1975
889,"hamilton, joe frank & reynolds",1975-08-23,fallin' in love,1975
890,kc and the sunshine band,1975-08-30,get down tonight,1975
891,glen campbell,1975-09-06,rhinestone cowboy,1975
892,glen campbell,1975-09-13,rhinestone cowboy,1975
893,david bowie,1975-09-20,fame,1975
894,john denver,1975-09-27,i'm sorry,1975
895,david bowie,1975-10-04,fame,1975
896,neil sedaka,1975-10-11,bad blood,1975
897,neil sedaka,1975-10-18,bad blood,1975
898,neil sedaka,1975-10-25,bad blood,1975
899,elton john,1975-11-01,island girl,1975
900,elton john,1975-11-08,island girl,1975
901,elton john,1975-11-15,island girl,1975
902,kc and the sunshine band,1975-11-22,that's the way (i like it),1975
903,silver convention,1975-11-29,"fly, robin, fly",1975
904,silver convention,1975-12-06,"fly, robin, fly",1975
905,silver convention,1975-12-13,"fly, robin, fly",1975
906,kc and the sunshine band,1975-12-20,that's the way (i like it),1975
907,the staple singers,1975-12-27,let's do it again,1975
908,bay city rollers,1976-01-03,saturday night,1976
909,c.w. mccall,1976-01-10,convoy,1976
910,barry manilow,1976-01-17,i write the songs,1976
911,diana ross,1976-01-24,theme from mahogany (do you know where you're going to),1976
912,ohio players,1976-01-31,love rollercoaster,1976
913,paul simon,1976-02-07,50 ways to leave your lover,1976
914,paul simon,1976-02-14,50 ways to leave your lover,1976
915,paul simon,1976-02-21,50 ways to leave your lover,1976
916,rhythm heritage,1976-02-28,theme from s.w.a.t.,1976
917,the miracles,1976-03-06,love machine (part 1),1976
918,the 4 seasons,1976-03-13,"december, 1963 (oh, what a night)",1976
919,the 4 seasons,1976-03-20,"december, 1963 (oh, what a night)",1976
920,the 4 seasons,1976-03-27,"december, 1963 (oh, what a night)",1976
921,johnnie taylor,1976-04-03,disco lady,1976
922,johnnie taylor,1976-04-10,disco lady,1976
923,johnnie taylor,1976-04-17,disco lady,1976
924,johnnie taylor,1976-04-24,disco lady,1976
925,bellamy brothers,1976-05-01,let your love flow,1976
926,john sebastian,1976-05-08,welcome back,1976
927,the sylvers,1976-05-15,boogie fever,1976
928,wings,1976-05-22,silly love songs,1976
929,diana ross,1976-05-29,love hangover,1976
930,diana ross,1976-06-05,love hangover,1976
931,wings,1976-06-12,silly love songs,1976
932,wings,1976-06-19,silly love songs,1976
933,wings,1976-06-26,silly love songs,1976
934,wings,1976-07-03,silly love songs,1976
935,starland vocal band,1976-07-10,afternoon delight,1976
936,starland vocal band,1976-07-17,afternoon delight,1976
937,the manhattans,1976-07-24,kiss and say goodbye,1976
938,the manhattans,1976-07-31,kiss and say goodbye,1976
939,elton john & kiki dee,1976-08-07,don't go breaking my heart,1976
940,elton john & kiki dee,1976-08-14,don't go breaking my heart,1976
941,elton john & kiki dee,1976-08-21,don't go breaking my heart,1976
942,elton john & kiki dee,1976-08-28,don't go breaking my heart,1976
943,bee gees,1976-09-04,you should be dancing,1976
944,kc and the sunshine band,1976-09-11,"(shake, shake, shake) shake your booty",1976
945,wild cherry,1976-09-18,play that funky music,1976
946,wild cherry,1976-09-25,play that funky music,1976
947,wild cherry,1976-10-02,play that funky music,1976
948,walter murphy & the big apple band,1976-10-09,a fifth of beethoven,1976
949,rick dees & his cast of idiots,1976-10-16,disco duck (part i),1976
950,chicago,1976-10-23,if you leave me now,1976
951,chicago,1976-10-30,if you leave me now,1976
952,steve miller,1976-11-06,rock'n me,1976
953,rod stewart,1976-11-13,tonight's the night (gonna be alright),1976
954,rod stewart,1976-11-20,tonight's the night (gonna be alright),1976
955,rod stewart,1976-11-27,tonight's the night (gonna be alright),1976
956,rod stewart,1976-12-04,tonight's the night (gonna be alright),1976
957,rod stewart,1976-12-11,tonight's the night (gonna be alright),1976
958,rod stewart,1976-12-18,tonight's the night (gonna be alright),1976
959,rod stewart,1976-12-25,tonight's the night (gonna be alright),1976
960,rod stewart,1977-01-01,tonight's the night (gonna be alright),1977
961,"marilyn mccoo & billy davis, jr.",1977-01-08,you don't have to be a star (to be in my show),1977
962,leo sayer,1977-01-15,you make me feel like dancing,1977
963,stevie wonder,1977-01-22,i wish,1977
964,rose royce,1977-01-29,car wash,1977
965,mary macgregor,1977-02-05,torn between two lovers,1977
966,mary macgregor,1977-02-12,torn between two lovers,1977
967,manfred mann's earth band,1977-02-19,blinded by the light,1977
968,eagles,1977-02-26,new kid in town,1977
969,barbra streisand,1977-03-05,evergreen (love theme from a star is born),1977
970,barbra streisand,1977-03-12,evergreen (love theme from a star is born),1977
971,barbra streisand,1977-03-19,evergreen (love theme from a star is born),1977
972,daryl hall  john oates,1977-03-26,rich girl,1977
973,daryl hall  john oates,1977-04-02,rich girl,1977
974,abba,1977-04-09,dancing queen,1977
975,david soul,1977-04-16,don't give up on us,1977
976,thelma houston,1977-04-23,don't leave me this way,1977
977,glen campbell,1977-04-30,southern nights,1977
978,eagles,1977-05-07,hotel california,1977
979,leo sayer,1977-05-14,when i need you,1977
980,stevie wonder,1977-05-21,sir duke,1977
981,stevie wonder,1977-05-28,sir duke,1977
982,stevie wonder,1977-06-04,sir duke,1977
983,kc and the sunshine band,1977-06-11,i'm your boogie man,1977
984,fleetwood mac,1977-06-18,dreams,1977
985,marvin gaye,1977-06-25,got to give it up (pt. i),1977
986,bill conti,1977-07-02,gonna fly now,1977
987,alan o'day,1977-07-09,undercover angel,1977
988,shaun cassidy,1977-07-16,da doo ron ron,1977
989,barry manilow,1977-07-23,looks like we made it,1977
990,andy gibb,1977-07-30,i just want to be your everything,1977
991,andy gibb,1977-08-06,i just want to be your everything,1977
992,andy gibb,1977-08-13,i just want to be your everything,1977
993,the emotions,1977-08-20,best of my love,1977
994,the emotions,1977-08-27,best of my love,1977
995,the emotions,1977-09-03,best of my love,1977
996,the emotions,1977-09-10,best of my love,1977
997,andy gibb,1977-09-17,i just want to be your everything,1977
998,the emotions,1977-09-24,best of my love,1977
999,meco,1977-10-01,star wars theme/cantina band,1977
1000,meco,1977-10-08,star wars theme/cantina band,1977
1001,debby boone,1977-10-15,you light up my life,1977
1002,debby boone,1977-10-22,you light up my life,1977
1003,debby boone,1977-10-29,you light up my life,1977
1004,debby boone,1977-11-05,you light up my life,1977
1005,debby boone,1977-11-12,you light up my life,1977
1006,debby boone,1977-11-19,you light up my life,1977
1007,debby boone,1977-11-26,you light up my life,1977
1008,debby boone,1977-12-03,you light up my life,1977
1009,debby boone,1977-12-10,you light up my life,1977
1010,debby boone,1977-12-17,you light up my life,1977
1011,bee gees,1977-12-24,how deep is your love,1977
1012,bee gees,1977-12-31,how deep is your love,1977
1013,bee gees,1978-01-07,how deep is your love,1978
1014,player,1978-01-14,baby come back,1978
1015,player,1978-01-21,baby come back,1978
1016,player,1978-01-28,baby come back,1978
1017,bee gees,1978-02-04,stayin' alive,1978
1018,bee gees,1978-02-11,stayin' alive,1978
1019,bee gees,1978-02-18,stayin' alive,1978
1020,bee gees,1978-02-25,stayin' alive,1978
1021,andy gibb,1978-03-04,(love is) thicker than water,1978
1022,andy gibb,1978-03-11,(love is) thicker than water,1978
1023,bee gees,1978-03-18,night fever,1978
1024,bee gees,1978-03-25,night fever,1978
1025,bee gees,1978-04-01,night fever,1978
1026,bee gees,1978-04-08,night fever,1978
1027,bee gees,1978-04-15,night fever,1978
1028,bee gees,1978-04-22,night fever,1978
1029,bee gees,1978-04-29,night fever,1978
1030,bee gees,1978-05-06,night fever,1978
1031,yvonne elliman,1978-05-13,if i can't have you,1978
1032,wings,1978-05-20,with a little luck,1978
1033,wings,1978-05-27,with a little luck,1978
1034,johnny mathis/deniece williams,1978-06-03,"too much, too little, too late",1978
1035,john travolta & olivia newton-john,1978-06-10,you're the one that i want,1978
1036,andy gibb,1978-06-17,shadow dancing,1978
1037,andy gibb,1978-06-24,shadow dancing,1978
1038,andy gibb,1978-07-01,shadow dancing,1978
1039,andy gibb,1978-07-08,shadow dancing,1978
1040,andy gibb,1978-07-15,shadow dancing,1978
1041,andy gibb,1978-07-22,shadow dancing,1978
1042,andy gibb,1978-07-29,shadow dancing,1978
1043,the rolling stones,1978-08-05,miss you,1978
1044,commodores,1978-08-12,three times a lady,1978
1045,commodores,1978-08-19,three times a lady,1978
1046,frankie valli,1978-08-26,grease,1978
1047,frankie valli,1978-09-02,grease,1978
1048,a taste of honey,1978-09-09,boogie oogie oogie,1978
1049,a taste of honey,1978-09-16,boogie oogie oogie,1978
1050,a taste of honey,1978-09-23,boogie oogie oogie,1978
1051,exile,1978-09-30,kiss you all over,1978
1052,exile,1978-10-07,kiss you all over,1978
1053,exile,1978-10-14,kiss you all over,1978
1054,exile,1978-10-21,kiss you all over,1978
